新闻News,#genre#
SBS Plus,http://127.0.0.1:9560/sbsplus/index.m3u8?v.channelid=2279&v.type=1&ips=38.58.181.230:9592
MBC On,http://95.216.70.97:9560/TBS/index.m3u8?v.channelid=1433&v.type=1&ips=192.99.34.62:19591
CNTV,http://95.216.70.97:9560/CNTV/index.m3u8?v.channelid=1460&v.type=1&ips=38.46.221.243:9590
OCN,http://95.216.70.97:9560/OCN/index.m3u8?v.channelid=1441&v.type=1&ips=198.204.228.186:19590
OCN Movies,http://95.216.70.97:9560/OCNMovies/index.m3u8?v.channelid=1442&v.type=1&ips=198.204.228.186:19590
OCN Movies 2,http://95.216.70.97:9560/OCNMovies2/index.m3u8?v.channelid=1439&v.type=1&ips=192.99.34.62:19591
SCREEN,http://95.216.70.97:9560/SCREEN/index.m3u8?v.channelid=1446&v.type=1&ips=38.58.181.230:9592
MBC Sports,http://95.216.70.97:9560/MBCSports/index.m3u8?v.channelid=1467&v.type=1&ips=198.204.228.186:19590
SBS Sports,http://95.216.70.97:9560/SBSSports/index.m3u8?v.channelid=1468&v.type=1&ips=38.58.181.230:9592
KBS N Sports,http://95.216.70.97:9560/KBSNSports/index.m3u8?v.channelid=1472&v.type=1&ips=198.204.228.186:19590
SKY Sports,http://95.216.70.97:9560/SKYSports/index.m3u8?v.channelid=1473&v.type=1&ips=192.99.34.62:19591
TvN Sports,http://95.216.70.97:9560/TvNSports/index.m3u8?v.channelid=1478&v.type=1&ips=192.99.34.62:19591
SPOTV ON 1,http://95.216.70.97:9560/SPOTVON1/index.m3u8?v.channelid=1461&v.type=1&ips=192.99.34.62:19591
SPOTV ON 2,http://95.216.70.97:9560/SPOTVON2/index.m3u8?v.channelid=1462&v.type=1&ips=192.99.34.62:19591
SPOTV 1,http://95.216.70.97:9560/SPOTV1/index.m3u8?v.channelid=1469&v.type=1&ips=192.99.34.62:19591
SPOTV 2,http://95.216.70.97:9560/SPOTV2/index.m3u8?v.channelid=1470&v.type=1&ips=192.99.34.62:19591
SPOTV Prime,http://95.216.70.97:9560/SPOTVPrime/index.m3u8?v.channelid=1471&v.type=1&ips=192.99.34.62:19591
SBS Golf,http://95.216.70.97:9560/SBSGolf/index.m3u8?v.channelid=1464&v.type=1&ips=38.58.181.230:9592
SBS Gofl 2,http://95.216.70.97:9560/sbsgolf2/index.m3u8?v.channelid=1477&v.type=1&ips=38.46.221.243:9590
JTBC Golf,http://95.216.70.97:9560/JTBCGolf/index.m3u8?v.channelid=1465&v.type=1&ips=38.46.221.243:9590
JTBC Golf & Sports,http://95.216.70.97:9560/JTBCGOLFSPORTS/index.m3u8?v.channelid=1466&v.type=1&ips=38.46.221.243:9590
FTV,http://95.216.70.97:9560/FTV/index.m3u8?v.channelid=1475&v.type=1&ips=38.46.221.243:9590
TV Baduk,http://95.216.70.97:9560/TVBaduk/index.m3u8?v.channelid=1476&v.type=1&ips=192.99.34.62:19591
브레인티비 BrainTV,http://127.0.0.1:9560/Braintv/index.m3u8?v.channelid=2245&v.type=1&ips=38.46.221.153:9590
TV Chosun 2,http://127.0.0.1:9560/TVChosun2/index.m3u8?v.channelid=1449&v.type=1&ips=38.58.181.230:9592
KBS Joy,http://95.216.70.97:9560/KBSNJoy/index.m3u8?v.channelid=1486&v.type=1&ips=198.204.228.186:19590
Inet TV,http://95.216.70.97:9560/InetTV/index.m3u8?v.channelid=1454&v.type=1&ips=38.46.221.243:9590
Mnet,http://95.216.70.97:9560/Mnet/index.m3u8?v.channelid=1450&v.type=1&ips=198.204.228.186:19590
tvN Show,http://95.216.70.97:9560/tvNShow/index.m3u8?v.channelid=1452&v.type=1&ips=192.99.34.62:19591
Toon!verse(투니버스),http://95.216.70.97:9560/Tooniverse/index.m3u8?v.channelid=1455&v.type=1&ips=192.99.34.62:19591
Daekyo Kids 대교 어린이,http://95.216.70.97:9560/DaekyoKids/index.m3u8?v.channelid=1456&v.type=1&ips=38.46.221.243:9590
Kids Talk Talk,http://95.216.70.97:9560/KidsTalkTalk/index.m3u8?v.channelid=1457&v.type=1&ips=198.204.228.186:19590
KBS Kids,http://95.216.70.97:9560/KBSNKids/index.m3u8?v.channelid=1487&v.type=1&ips=198.204.228.186:19590
History,http://95.216.70.97:9560/YTNHD/index.m3u8?v.channelid=1435&v.type=1&ips=192.99.34.62:19591
Discovery World,http://95.216.70.97:9560/DiscoveryWorld/index.m3u8?v.channelid=1482&v.type=1&ips=38.46.221.243:9590
KBS 1,http://127.0.0.1:9560/KBS1/index.m3u8?v.channelid=2270&v.type=1&ips=38.246.112.215:9590
KBS 2,http://127.0.0.1:9560/kbs2/index.m3u8?v.channelid=2271&v.type=1&ips=38.46.221.243:9590
TvN,http://127.0.0.1:9560/tvn/index.m3u8?v.channelid=2273&v.type=1&ips=65.21.93.207:19595
JTBC,http://127.0.0.1:9560/jtbc/index.m3u8?v.channelid=2274&v.type=1&ips=65.21.93.207:19595
MBN,http://127.0.0.1:9560/mbn/index.m3u8?v.channelid=2275&v.type=1&ips=65.21.93.207:19595
Channle A,http://127.0.0.1:9560/channela/index.m3u8?v.channelid=2276&v.type=1&ips=65.21.93.207:19595
TV Chosun,http://127.0.0.1:9560/cho1/index.m3u8?v.channelid=2280&v.type=1&ips=38.46.221.153:9590
TV Chosun 2,http://127.0.0.1:9560/cho2/index.m3u8?v.channelid=2281&v.type=1&ips=38.46.221.153:9590
新马M&S,#genre#
AEC,http://64.74.167.146:19560/AEC/index.m3u8?v.channelid=1411&v.type=1&ips=144.217.67.200:19591
全佳,http://64.74.167.146:9560/quanjia/index.m3u8?v.channelid=1412&v.type=1&ips=144.217.67.200:19591
欢喜,http://64.74.167.146:9560/huanxi/index.m3u8?v.channelid=1414&v.type=1&ips=144.217.67.200:19591
爱奇艺,http://64.74.167.146:9560/iqiyi/index.m3u8?v.channelid=1415&v.type=1&ips=144.217.67.200:19591
华丽,http://64.74.167.146:9560/tvbjade/index.m3u8?v.channelid=1416&v.type=1&ips=144.217.67.200:19591
AOD(粤),http://64.74.167.146:9560/AODHK/index.m3u8?v.channelid=1417&v.type=1&ips=144.217.67.200:19591
AOD(国),http://64.74.167.146:9560/AODCN/index.m3u8?v.channelid=1418&v.type=1&ips=144.217.67.200:19591
TVB千禧经典,http://64.74.167.146:9560/TVBClassic/index.m3u8?v.channelid=1420&v.type=1&ips=144.217.67.200:19591
天映频道(粤),http://64.74.167.146:9560/tianyingyue/index.m3u8?v.channelid=1421&v.type=1&ips=144.217.67.200:19591
天映频道(国),http://64.74.167.146:9560/tianyingguo/index.m3u8?v.channelid=1422&v.type=1&ips=144.217.67.200:19591
天映經典,http://64.74.167.146:9560/tianyingjdguo/index.m3u8?v.channelid=1424&v.type=1&ips=144.217.67.200:19591
Channel 5 (SG),http://64.74.167.146:9560/Channel5/index.m3u8?v.channelid=1792&v.type=1&ips=144.217.67.200:19591
Channel 8 (SG),http://64.74.167.146:9560/Channel8/index.m3u8?v.channelid=1793&v.type=1&ips=144.217.67.200:19591
Channel U (SG),http://64.74.167.146:9560/ChannelU/index.m3u8?v.channelid=1794&v.type=1&ips=144.217.67.200:19591
CNA (SG),http://64.74.167.146:9560/CAN/index.m3u8?v.channelid=1795&v.type=1&ips=144.217.67.200:19591
Astro SupersSport 1,http://64.74.167.146:9560/SupersSport1/index.m3u8?v.channelid=1809&v.type=1&ips=144.217.67.200:19591
Astro SupersSport 2,http://64.74.167.146:9560/SupersSport2/index.m3u8?v.channelid=1810&v.type=1&ips=144.217.67.200:19591
Astro SupersSport 3,http://64.74.167.146:9560/SupersSport3/index.m3u8?v.channelid=1811&v.type=1&ips=144.217.67.200:19591
Astro SupersSport 4,http://64.74.167.146:9560/SupersSport4/index.m3u8?v.channelid=1812&v.type=1&ips=144.217.67.200:19591
Astro SupersSport 5,http://64.74.167.146:9560/SupersSport5/index.m3u8?v.channelid=1813&v.type=1&ips=144.217.67.200:19591
Astro Arena ,http://64.74.167.146:9560/Arena/index.m3u8?v.channelid=1814&v.type=1&ips=144.217.67.200:19591
Astro Arena 2,http://64.74.167.146:9560/Arena2/index.m3u8?v.channelid=1815&v.type=1&ips=144.217.67.200:19591
国际EN,#genre#
CNN US,http://51.161.116.93:9560/CNN/index.m3u8?v.channelid=1490&v.type=1&ips=148.113.176.47:19698
CNN International,http://51.161.87.108:9560/02cnni/index.m3u8?v.channelid=1491&v.type=1&ips=51.79.72.168:29593
Fox News,http://51.161.87.108:9560/03foxnews/index.m3u8?v.channelid=1492&v.type=1&ips=51.79.72.168:29593
MSNBC,http://51.161.87.108:9560/04msnbc/index.m3u8?v.channelid=1493&v.type=1&ips=51.79.72.168:29593
Newsmax TV,http://51.161.87.108:9560/05newsmax/index.m3u8?v.channelid=1494&v.type=1&ips=51.79.72.168:29593
One American News,http://51.161.87.108:9560/06oan/index.m3u8?v.channelid=1495&v.type=1&ips=51.79.72.168:29593
BBC World News,http://51.161.87.108:9560/07bbc/index.m3u8?v.channelid=1496&v.type=1&ips=51.79.72.168:29593
Russia Today,http://51.161.87.108:9560/09rt/index.m3u8?v.channelid=1497&v.type=1&ips=51.79.72.168:29593
Aljazeera English News,http://51.161.87.108:9560/10alje/index.m3u8?v.channelid=1498&v.type=1&ips=51.79.72.168:29593
Sky News,http://192.99.160.142:9560/skynews/index.m3u8?v.channelid=1499&v.type=1&ips=142.4.216.151:39598
France 24 En,http://192.99.160.142:9560/f24en/index.m3u8?v.channelid=1500&v.type=1&ips=142.4.216.151:39598
DW TV,http://127.0.0.1:9560/dw/index.m3u8?v.channelid=1501&v.type=1&ips=142.4.216.151:39598
ABC News,http://51.161.87.108:9560/11abcnews/index.m3u8?v.channelid=1502&v.type=1&ips=51.79.72.168:29593
CBS News,http://51.161.116.93:9560/CBSN/index.m3u8?v.channelid=1503&v.type=1&ips=148.113.176.47:19698
NBC Now News,http://51.161.116.93:9560/NBCNowNews/index.m3u8?v.channelid=1504&v.type=1&ips=148.113.176.47:19698
CNBC,http://51.161.87.108:9560/22CNBC/index.m3u8?v.channelid=1505&v.type=1&ips=51.79.72.168:29593
Bloomberg,http://51.161.116.93:9560/Bloomberg/index.m3u8?v.channelid=1506&v.type=1&ips=148.113.176.47:19698
ESPN 1 US,http://104.149.150.86:9560/ESPN/index.m3u8?v.channelid=1507&v.type=1&ips=66.70.176.222:9598
ESPN 2 US,http://104.149.150.86:9560/ESPN2/index.m3u8?v.channelid=1508&v.type=1&ips=66.70.176.222:9598
Fox Sports 1 US,http://104.149.150.86:9560/FoxSports1/index.m3u8?v.channelid=1509&v.type=1&ips=66.70.176.222:9598
Fox Sports 2 US,http://104.149.150.86:9560/FoxSports2/index.m3u8?v.channelid=1510&v.type=1&ips=66.70.176.222:9598
NBA TV US,http://104.149.150.86:9560/NBATV/index.m3u8?v.channelid=1511&v.type=1&ips=66.70.176.222:9598
Bein Sports US,http://51.161.87.108:9560/beinus/index.m3u8?v.channelid=1512&v.type=1&ips=51.79.72.168:29593
NFL Network,http://54.36.164.165:9560/NFLNetwork/index.m3u8?v.channelid=1513&v.type=1&ips=51.79.78.8:9590
Boxing PPV,http://176.9.89.50:9560/ppvbox/index.m3u8?v.channelid=1514&v.type=1&ips=66.70.176.222:9598
UFC Pass,http://51.161.116.93:9560/UFCPass/index.m3u8?v.channelid=1515&v.type=1&ips=148.113.176.47:19698
Sky Sports Main Event UK,http://127.0.0.1:9560/22MainEvent/index.m3u8?v.channelid=1516&v.type=1&ips=173.208.202.114:49693
Sky Sports Cricket UK,http://127.0.0.1:9560/23Cricket/index.m3u8?v.channelid=1517&v.type=1&ips=173.208.202.114:49693
Sky Sports Action UK,http://127.0.0.1:9560/24spaction/index.m3u8?v.channelid=1518&v.type=1&ips=173.208.202.114:49693
Sky Sports Golf UK,http://127.0.0.1:9560/25Golf/index.m3u8?v.channelid=1519&v.type=1&ips=173.208.202.114:49693
Sky Sports Premier League UK,http://127.0.0.1:9560/26PremierLeague/index.m3u8?v.channelid=1520&v.type=1&ips=173.208.202.114:49693
Sky Sports F1 UK,http://127.0.0.1:9560/27SpF1/index.m3u8?v.channelid=1521&v.type=1&ips=173.208.202.114:49693
BT Sports 1 UK,http://5.9.29.158:9560/bt1/index.m3u8?v.channelid=1522&v.type=1&ips=173.208.202.114:49693
BT Sports 2 UK,http://5.9.29.158:9560/bt2/index.m3u8?v.channelid=1523&v.type=1&ips=173.208.202.114:49693
BT Sports 3 UK,http://5.9.29.158:9560/bt3/index.m3u8?v.channelid=1524&v.type=1&ips=173.208.202.114:49693
TSN 1 CA,http://192.99.160.142:9560/TSN1/index.m3u8?v.channelid=1525&v.type=1&ips=51.79.78.8:9590
TSN 2 CA,http://192.99.160.142:9560/TSN2/index.m3u8?v.channelid=1526&v.type=1&ips=51.79.78.8:9590
TSN 3 CA,http://192.99.160.142:9560/TSN3/index.m3u8?v.channelid=1527&v.type=1&ips=51.79.78.8:9590
TSN 4 CA,http://192.99.160.142:9560/TSN4/index.m3u8?v.channelid=1528&v.type=1&ips=51.79.78.8:9590
TSN 5 CA,http://192.99.160.142:9560/TSN5/index.m3u8?v.channelid=1529&v.type=1&ips=51.79.78.8:9590
Sportsnet Ontario,http://192.99.160.142:9560/Sportsnet/index.m3u8?v.channelid=1530&v.type=1&ips=51.79.78.8:9590
Sportsnet One,http://192.99.160.142:9560/Sportsnet1/index.m3u8?v.channelid=1531&v.type=1&ips=51.79.78.8:9590
Sportsnet 360,http://192.99.160.142:9560/Sportsnet360/index.m3u8?v.channelid=1532&v.type=1&ips=51.79.78.8:9590
Sportsnet World,http://54.36.164.165:9560/spnetwl/index.m3u8?v.channelid=1533&v.type=1&ips=51.79.78.8:9590
NBA CA,http://54.36.164.165:9560/NBA/index.m3u8?v.channelid=1534&v.type=1&ips=51.79.78.8:9590
Disney US,http://104.149.150.86:9560/Disney/index.m3u8?v.channelid=1550&v.type=1&ips=66.70.176.222:9598
Disney XD US,http://104.149.150.86:9560/DisneyXD/index.m3u8?v.channelid=1551&v.type=1&ips=66.70.176.222:9598
Disney Junior US,http://104.149.150.86:9560/DisneyJunior/index.m3u8?v.channelid=1552&v.type=1&ips=66.70.176.222:9598
Cartoon Network US,http://127.0.0.1:9560/CartoonNetwork/index.m3u8?v.channelid=1553&v.type=1&ips=66.70.176.222:9598
Nickelodeon US,http://51.161.87.108:9560/nick/index.m3u8?v.channelid=1554&v.type=1&ips=51.79.72.168:29593
Nick Junior US,http://51.161.116.93:9560/NickJunior/index.m3u8?v.channelid=1555&v.type=1&ips=148.113.176.47:19698
Treehouse CA,http://192.99.160.142:9560/Treehouse/index.m3u8?v.channelid=1556&v.type=1&ips=51.79.78.8:9590
Nickelodeon CA,http://127.0.0.1:9560/nick/index.m3u8?v.channelid=1557&v.type=1&ips=51.79.78.8:9590
ABC Spark CA,http://54.36.164.165:9560/ABCSpark/index.m3u8?v.channelid=1558&v.type=1&ips=51.79.78.8:9590
Teletoon CA,http://192.99.160.142:9560/Teletoon/index.m3u8?v.channelid=1559&v.type=1&ips=51.79.78.8:9590
YTV CA,http://192.99.160.142:9560/YTV/index.m3u8?v.channelid=1560&v.type=1&ips=51.79.78.8:9590
Family CA,http://54.36.164.165:9560/FamilyChannel/index.m3u8?v.channelid=1561&v.type=1&ips=51.79.78.8:9590
Baby TV US,http://51.161.116.93:9560/BabyTV/index.m3u8?v.channelid=1562&v.type=1&ips=148.113.176.47:19698
Cartoon Network UK,http://104.149.150.130:9560/cartoonuk/index.m3u8?v.channelid=1563&v.type=1&ips=173.208.202.114:49693
NickToon,http://104.149.150.86:9560/Nicktoon/index.m3u8?v.channelid=1564&v.type=1&ips=66.70.176.222:9598
Boomerang US,http://127.0.0.1:9560/Boomerang/index.m3u8?v.channelid=1565&v.type=1&ips=66.70.176.222:9598
Discovery US,http://51.161.87.108:9560/discovery/index.m3u8?v.channelid=1566&v.type=1&ips=51.79.72.168:29593
NatGeo US,http://51.161.87.108:9560/natgeo/index.m3u8?v.channelid=1567&v.type=1&ips=51.79.72.168:29593
NatGeo Wild US,http://127.0.0.1:9560/NatGeoWild/index.m3u8?v.channelid=1568&v.type=1&ips=66.70.176.222:9598
Discovery Science US,http://148.251.66.26:9560/discoveryscience/index.m3u8?v.channelid=1569&v.type=1&ips=94.130.8.187:9590
Investigation Discovery US,http://51.161.116.93:9560/InvestagationDiscovery/index.m3u8?v.channelid=1570&v.type=1&ips=148.113.176.47:19698
Animal Planet US,http://127.0.0.1:9560/animalplanet/index.m3u8?v.channelid=1571&v.type=1&ips=51.79.72.168:29593
History 1 US,http://104.149.150.86:9560/History/index.m3u8?v.channelid=1572&v.type=1&ips=66.70.176.222:9598
History 2 US,http://127.0.0.1:9560/History2/index.m3u8?v.channelid=1573&v.type=1&ips=51.79.78.8:9590
Science US,http://51.161.87.108:9560/19Science/index.m3u8?v.channelid=1574&v.type=1&ips=51.79.72.168:29593
TLC US,http://127.0.0.1:9560/TLC/index.m3u8?v.channelid=1575&v.type=1&ips=148.113.176.47:19698
ABC,http://51.161.116.93:9560/ABCNYWABC/index.m3u8?v.channelid=1576&v.type=1&ips=148.113.176.47:19698
NBC,http://51.161.116.93:9560/NBCNYWNBC/index.m3u8?v.channelid=1577&v.type=1&ips=148.113.176.47:19698
FOX,http://51.161.116.93:9560/FOX5NYWNYW/index.m3u8?v.channelid=1578&v.type=1&ips=148.113.176.47:19698
CBS,http://51.161.116.93:9560/CBSNYWCBS/index.m3u8?v.channelid=1579&v.type=1&ips=148.113.176.47:19698
CW,http://51.161.116.93:9560/CWNYWPIX/index.m3u8?v.channelid=1580&v.type=1&ips=148.113.176.47:19698
PBS,http://51.161.87.108:9560/pbs/index.m3u8?v.channelid=1581&v.type=1&ips=51.79.72.168:29593
SYFY,http://51.161.87.108:9560/syfy/index.m3u8?v.channelid=1582&v.type=1&ips=51.79.72.168:29593
FX,http://104.149.150.86:9560/FX/index.m3u8?v.channelid=1583&v.type=1&ips=66.70.176.222:9598
FXX,http://104.149.150.86:9560/FXX/index.m3u8?v.channelid=1584&v.type=1&ips=66.70.176.222:9598
E!,http://51.161.87.108:9560/e!/index.m3u8?v.channelid=1585&v.type=1&ips=51.79.72.168:29593
Comedy Central,http://104.149.150.86:9560/ComedyCentral/index.m3u8?v.channelid=1586&v.type=1&ips=66.70.176.222:9598
TNT,http://104.149.150.86:9560/TNT/index.m3u8?v.channelid=1587&v.type=1&ips=66.70.176.222:9598
Sundance,http://104.149.150.86:9560/Sundance/index.m3u8?v.channelid=1588&v.type=1&ips=66.70.176.222:9598
Bravo,http://104.149.150.86:9560/Bravo/index.m3u8?v.channelid=1589&v.type=1&ips=66.70.176.222:9598
Lifetime,http://51.161.116.93:9560/Lifetime/index.m3u8?v.channelid=1590&v.type=1&ips=148.113.176.47:19698
Arts and Entertainment,http://104.149.150.86:9560/AE/index.m3u8?v.channelid=1591&v.type=1&ips=66.70.176.222:9598
AMC,http://104.149.150.86:9560/AMC/index.m3u8?v.channelid=1592&v.type=1&ips=66.70.176.222:9598
WE TV,http://104.149.150.86:9560/WETV/index.m3u8?v.channelid=1593&v.type=1&ips=66.70.176.222:9598
Paramount Network,http://51.161.87.108:9560/14Paramount/index.m3u8?v.channelid=1594&v.type=1&ips=51.79.72.168:29593
USA Network,http://104.149.150.86:9560/USANetwork/index.m3u8?v.channelid=1595&v.type=1&ips=66.70.176.222:9598
Travel Channel,http://104.149.150.86:9560/Travel/index.m3u8?v.channelid=1596&v.type=1&ips=66.70.176.222:9598
Tru TV,http://127.0.0.1:9560/trutv/index.m3u8?v.channelid=1597&v.type=1&ips=66.70.176.222:9598
BET,http://104.149.150.86:9560/BET/index.m3u8?v.channelid=1598&v.type=1&ips=66.70.176.222:9598
TV Land,http://104.149.150.86:9560/TVLand/index.m3u8?v.channelid=1599&v.type=1&ips=66.70.176.222:9598
Hallmark Channel,http://51.161.87.108:9560/hallmark/index.m3u8?v.channelid=1600&v.type=1&ips=51.79.72.168:29593
Lifetime Movie Network,http://104.149.150.86:9560/LMN/index.m3u8?v.channelid=1601&v.type=1&ips=66.70.176.222:9598
VH-1,http://51.161.116.93:9560/VH1/index.m3u8?v.channelid=1602&v.type=1&ips=148.113.176.47:19698
BBC America,http://104.149.150.86:9560/BBCAmerica/index.m3u8?v.channelid=1603&v.type=1&ips=66.70.176.222:9598
TBS,http://104.149.150.86:9560/TBS/index.m3u8?v.channelid=1604&v.type=1&ips=66.70.176.222:9598
CP 24 Canada,http://54.36.164.165:9560/CP24/index.m3u8?v.channelid=1783&v.type=1&ips=51.79.78.8:9590
CBC,http://54.36.164.165:9560/CBC/index.m3u8?v.channelid=1840&v.type=1&ips=51.79.78.8:9590
CTV,http://54.36.164.165:9560/CTV/index.m3u8?v.channelid=1841&v.type=1&ips=51.79.78.8:9590
Global,http://127.0.0.1:9560/global/index.m3u8?v.channelid=1842&v.type=1&ips=51.79.78.8:9590
CityTV,http://54.36.164.165:9560/CityTV/index.m3u8?v.channelid=1843&v.type=1&ips=51.79.78.8:9590
CTV 2,http://54.36.164.165:9560/CTV2/index.m3u8?v.channelid=1844&v.type=1&ips=51.79.78.8:9590
OMNI 1,http://192.99.160.142:9560/omni1/index.m3u8?v.channelid=1845&v.type=1&ips=51.79.78.8:9590
OMNI 2,http://127.0.0.1:9560/omni2/index.m3u8?v.channelid=1846&v.type=1&ips=51.79.78.8:9590
CHCH,http://127.0.0.1:9560/CHCH/index.m3u8?v.channelid=1847&v.type=1&ips=51.79.78.8:9590
TVO,http://127.0.0.1:9560/TVO/index.m3u8?v.channelid=1848&v.type=1&ips=51.79.78.8:9590
CTV News,http://54.36.164.165:9560/CTVNews/index.m3u8?v.channelid=1849&v.type=1&ips=51.79.78.8:9590
CBC News,http://54.36.164.165:9560/CBCNews/index.m3u8?v.channelid=1850&v.type=1&ips=51.79.78.8:9590
Business Network News,http://54.36.164.165:9560/BNNBloomberg/index.m3u8?v.channelid=1851&v.type=1&ips=51.79.78.8:9590
TVA Montreal,http://192.99.160.142:9560/TVA/index.m3u8?v.channelid=1852&v.type=1&ips=142.4.216.151:39598
LCN,http://192.99.160.142:9560/LCN/index.m3u8?v.channelid=1853&v.type=1&ips=142.4.216.151:39598
ICI Tele,http://23.19.65.208:9560/ICITele/index.m3u8?v.channelid=1854&v.type=1&ips=142.4.216.151:39598
ICI RDI,http://54.36.164.165:9560/ICIRDI/index.m3u8?v.channelid=1855&v.type=1&ips=51.79.78.8:9590
Noovo,http://127.0.0.1:9560/noovo/index.m3u8?v.channelid=1856&v.type=1&ips=51.79.78.8:9590
VIP亚洲_898989,#genre#
潘多拉完美,http://176.9.20.214:9560/pandolawanmei/index.m3u8?v.channelid=631&v.type=1&ips=15.235.117.85:32342
松视1,http://176.9.20.214:9560/songshi1/index.m3u8?v.channelid=633&v.type=1&ips=15.235.117.85:32342
松视2,http://107.150.39.106:9560/songshi2/index.m3u8?v.channelid=634&v.type=1&ips=176.9.20.214:30184
彩虹e,http://107.150.39.106:9560/e/index.m3u8?v.channelid=641&v.type=1&ips=176.9.20.214:30184
彩虹电影,http://107.150.39.106:9560/caihongmov/index.m3u8?v.channelid=642&v.type=1&ips=176.9.20.214:30184
惊艳台,http://107.150.39.106:9560/jingyan/index.m3u8?v.channelid=636&v.type=1&ips=176.9.20.214:30184
香蕉台,http://107.150.39.106:9560/banana/index.m3u8?v.channelid=637&v.type=1&ips=176.9.20.214:30184
松视3,http://107.150.39.106:9560/songshi3/index.m3u8?v.channelid=635&v.type=1&ips=176.9.20.214:30184
彩虹K,http://107.150.39.106:9560/k/index.m3u8?v.channelid=1606&v.type=1&ips=176.9.20.214:30184
LOOK,http://107.150.39.106:9560/look/index.m3u8?v.channelid=640&v.type=1&ips=176.9.20.214:30184
HAPPY,http://107.150.39.106:9560/happy/index.m3u8?v.channelid=639&v.type=1&ips=176.9.20.214:30184
极限台,http://107.150.39.106:9560/jixian/index.m3u8?v.channelid=1605&v.type=1&ips=176.9.20.214:30184
小宝寻花,http://107.150.39.106:9560/xiaobao/index.m3u8?v.channelid=1757&v.type=1&ips=176.9.20.214:30184
金三角猎艳,http://107.150.39.106:9560/jinsanjiao/index.m3u8?v.channelid=1758&v.type=1&ips=176.9.20.214:30184
千人斩探花,http://107.150.39.106:9560/qianrenzhan/index.m3u8?v.channelid=1759&v.type=1&ips=176.9.20.214:30184
SM西贡女,http://107.150.39.106:9560/SMxigong/index.m3u8?v.channelid=1760&v.type=1&ips=176.9.20.214:30184
黑人干翻一切,http://107.150.39.106:9560/blackganfan/index.m3u8?v.channelid=1761&v.type=1&ips=176.9.20.214:30184
大陆真实迷奸,http://107.150.39.106:9560/dalurape/index.m3u8?v.channelid=1762&v.type=1&ips=176.9.20.214:30184
麻豆大番,http://107.150.39.106:9560/madudafan/index.m3u8?v.channelid=1763&v.type=1&ips=176.9.20.214:30184
鸭总侦探探花,http://107.150.39.106:9560/yazhong/index.m3u8?v.channelid=1764&v.type=1&ips=176.9.20.214:30184
麻豆导演,http://107.150.39.106:9560/madoudaoyan/index.m3u8?v.channelid=1765&v.type=1&ips=176.9.20.214:30184
麻豆外番,http://107.150.39.106:9560/madouwaifan/index.m3u8?v.channelid=1766&v.type=1&ips=176.9.20.214:30184
天美传媒,http://107.150.39.106:9560/tianmeicm/index.m3u8?v.channelid=1767&v.type=1&ips=176.9.20.214:30184
果冻传媒,http://107.150.39.106:9560/huodong/index.m3u8?v.channelid=1768&v.type=1&ips=176.9.20.214:30184
台灣片商PsychopornTW,http://107.150.39.106:9560/PsychopornTW/index.m3u8?v.channelid=1769&v.type=1&ips=176.9.20.214:30184
天堂素人約啪,http://107.150.39.106:9560/tiantangshuren/index.m3u8?v.channelid=1770&v.type=1&ips=176.9.20.214:30184
麻豆台湾日本篇,http://107.150.39.106:9560/madoutwjp/index.m3u8?v.channelid=1771&v.type=1&ips=176.9.20.214:30184
91大神猫先生,http://107.150.39.106:9560/91mao/index.m3u8?v.channelid=1751&v.type=1&ips=176.9.20.214:30184
91沈先生探花,http://107.150.39.106:9560/91shen/index.m3u8?v.channelid=1752&v.type=1&ips=176.9.20.214:30184
干净利索(小利)探花,http://107.150.39.106:9560/ganjinglisuo/index.m3u8?v.channelid=1753&v.type=1&ips=176.9.20.214:30184
男爵全国探花,http://107.150.39.106:9560/nanjue/index.m3u8?v.channelid=1754&v.type=1&ips=176.9.20.214:30184
七天极品探花,http://107.150.39.106:9560/7days/index.m3u8?v.channelid=1755&v.type=1&ips=176.9.20.214:30184
午夜寻花,http://107.150.39.106:9560/wuye/index.m3u8?v.channelid=1756&v.type=1&ips=176.9.20.214:30184
VR 1,http://107.150.39.106:9560/VR1/index.m3u8?v.channelid=1914&v.type=1&ips=176.9.20.214:30184
韩国三级 2,http://107.150.39.106:9560/krsanji2/index.m3u8?v.channelid=1915&v.type=1&ips=176.9.20.214:30184
韩国三级 1,http://107.150.39.106:9560/krsanji1/index.m3u8?v.channelid=1916&v.type=1&ips=176.9.20.214:30184
日本情色动漫 1,http://107.150.39.106:9560/jpanimax1/index.m3u8?v.channelid=1917&v.type=1&ips=176.9.20.214:30184
波多野结衣,http://107.150.39.106:9560/boduoyejieyi/index.m3u8?v.channelid=1918&v.type=1&ips=176.9.20.214:30184
苍井空,http://107.150.39.106:9560/chuangjingkong/index.m3u8?v.channelid=1919&v.type=1&ips=176.9.20.214:30184
古川伊织,http://107.150.39.106:9560/guchuanyiz/index.m3u8?v.channelid=1920&v.type=1&ips=176.9.20.214:30184
上原亚衣,http://107.150.39.106:9560/shangyuanyayi/index.m3u8?v.channelid=1921&v.type=1&ips=176.9.20.214:30184
中字有码 3,http://107.150.39.106:9560/youmazz3/index.m3u8?v.channelid=1922&v.type=1&ips=176.9.20.214:30184
